[2013-05-18 13:14] [TOW] James_Lopez started towing vehicle #2305, owned by false, from Market (pos = 1058.25, -1324.251953125, 13.463481903076, rot = 4.921875, 359.86267089844, 0.087890625, health = 1000.2442626953)
[2013-05-18 21:27] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #800, owned by Armando Enreiqu, in Playa del Seville (pos = 2857.6796875, -1926.3369140625, 10.671216964722, rot = 359.99450683594, 359.73083496094, 178.78051757813, health = 645.66546630859)
[2013-05-18 21:29] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from Playa del Seville (pos = 2857.65625, -1926.1748046875, 10.669315338135, rot = 0.120849609375, 359.72534179688, 176.28662109375, health = 645.66546630859)
[2013-05-18 21:29] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #800, owned by Armando Enreiqu, in Playa del Seville (pos = 2857.6552734375, -1926.1748046875, 10.67117023468, rot = 0.1153564453125, 359.78576660156, 176.27563476563, health = 645.66546630859)
[2013-05-18 21:29] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from Playa del Seville (pos = 2857.6015625, -1926.1201171875, 10.686552047729, rot = 0.7855224609375, 359.67590332031, 173.408203125, health = 645.66546630859)
[2013-05-18 21:31] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #800, owned by Armando Enreiqu, in Los Flores (pos = 2650.107421875, -1337.771484375, 37.199737548828, rot = 351.123046875, 304.35974121094, 117.43835449219, health = 645.66546630859)
[2013-05-18 21:31] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from Los Flores (pos = 2648.9111328125, -1341.5634765625, 36.077312469482, rot = 351.38671875, 354.76501464844, 134.33532714844, health = 637.36267089844)
[2013-05-18 21:31] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #800, owned by Armando Enreiqu, in Los Flores (pos = 2648.908203125, -1341.5517578125, 36.081649780273, rot = 351.38671875, 355.00671386719, 134.32434082031, health = 637.36267089844)
[2013-05-18 21:31] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from Los Flores (pos = 2645.0009765625, -1346.3369140625, 35.124843597412, rot = 352.00744628906, 354.5068359375, 149.0185546875, health = 637.36267089844)
[2013-05-18 21:31] [TOW] James_Lopez started towing vehicle #7866, owned by Dylan O'Connor, from Verona Beach (pos = 967.1953125, -1782.3603515625, 13.660289764404, rot = 0.2691650390625, 0.2142333984375, 76.585693359375, health = 449.81686401367)
[2013-05-18 21:33] [TOW] Yuri_Cherstvennikov started towing vehicle #800, owned by Armando Enreiqu, from East Los Santos (pos = 2523.2197265625, -1467.8408203125, 23.704063415527, rot = 359.82971191406, 359.80773925781, 257.7392578125, health = 603.17462158203)
[2013-05-18 21:33] [TOW STOP] James_Lopez stopped towing vehicle #7866, owned by Dylan O'Connor, in Los Santos (pos = 2196.4580078125, -2755.9892578125, 21.616428375244, rot = 9.82177734375, 358.40698242188, 203.60961914063, health = 449.81686401367)
[2013-05-18 21:34] [TOW] James_Lopez started towing vehicle #7866, owned by Dylan O'Connor, from Los Santos (pos = 2194.55078125, -2755.6533203125, 21.479829788208, rot = 2.581787109375, 2.208251953125, 138.8671875, health = 449.81686401367)
[2013-05-18 21:34] [TOW STOP] James_Lopez stopped towing vehicle #7866, owned by Dylan O'Connor, in Los Santos (pos = 2194.55078125, -2755.6611328125, 21.479049682617, rot = 2.5653076171875, 2.208251953125, 138.6474609375, health = 449.81686401367)
[2013-05-18 21:34] [TOW] James_Lopez started towing vehicle #7866, owned by Dylan O'Connor, from Los Santos (pos = 2194.6767578125, -2755.552734375, 21.490491867065, rot = 3.7957763671875, 1.9610595703125, 140.75134277344, health = 449.81686401367)
[2013-05-18 21:35] [TOW STOP] James_Lopez stopped towing vehicle #7866, owned by Dylan O'Connor, in Los Santos (pos = 2181.880859375, -2741.4658203125, 20.576456069946, rot = 359.29138183594, 356.27014160156, 275.02624511719, health = 449.81686401367)
[2013-05-18 21:37] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #800, owned by Armando Enreiqu, in Idlewood (pos = 2179.74609375, -1722.20703125, 13.224606513977, rot = 0.340576171875, 354.39147949219, 176.10534667969, health = 603.17462158203)
[2013-05-18 22:18] [TOW] James_Lopez started towing vehicle #655, owned by Lamont Holt, from Ganton (pos = 2239.1826171875, -1737.556640625, 13.331212997437, rot = 0, 6.4874267578125, 82.81494140625, health = 299.87789916992)
[2013-05-18 22:21] [TOW STOP] James_Lopez stopped towing vehicle #655, owned by Lamont Holt, in Los Santos (pos = 2181.865234375, -2745.2265625, 21.15696144104, rot = 359.75830078125, 356.12182617188, 273.69689941406, health = 299.87789916992)
[2013-05-18 22:36] [TOW] Yuri_Cherstvennikov started towing vehicle #6952, owned by Madeline Kings, from Mulholland (pos = 1098.486328125, -785.470703125, 106.95363616943, rot = 348.79943847656, 2.0379638671875, 275.55908203125, health = 987.05737304688)
[2013-05-18 22:36] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #6952, owned by Madeline Kings, in Mulholland (pos = 1098.486328125, -785.470703125, 106.95363616943, rot = 348.79943847656, 2.0379638671875, 275.55908203125, health = 987.05737304688)
[2013-05-18 22:36] [TOW] Yuri_Cherstvennikov started towing vehicle #6952, owned by Madeline Kings, from Mulholland (pos = 1098.486328125, -785.470703125, 106.95363616943, rot = 348.79943847656, 2.0379638671875, 275.55908203125, health = 987.05737304688)
[2013-05-18 22:36] [TOW STOP] Yuri_Cherstvennikov stopped towing vehicle #6952, owned by Madeline Kings, in Mulholland (pos = 1098.486328125, -785.470703125, 106.95363616943, rot = 348.79943847656, 2.0379638671875, 275.55908203125, health = 987.05737304688)
[2013-05-18 22:53] [TOW] James_Lopez started towing vehicle #1653, owned by Ricky Anderson, from East Beach (pos = 2884.306640625, -1126.3291015625, 10.447683334351, rot = 359.85168457031, 359.99450683594, 98.970336914063, health = 830.76922607422)
[2013-05-18 22:56] [TOW STOP] James_Lopez stopped towing vehicle #1653, owned by Ricky Anderson, in Los Santos (pos = 2182.2216796875, -2745.00390625, 20.835880279541, rot = 358.77502441406, 356.38549804688, 284.41955566406, health = 830.76922607422)
[2013-05-18 23:01] [TOW] James_Lopez started towing vehicle #7574, owned by Jenna Richardson, from Temple (pos = 1345.44140625, -923.1396484375, 34.86287689209, rot = 4.130859375, 1.1920166015625, 61.814575195313, health = 976.31256103516)
[2013-05-18 23:01] [TOW STOP] James_Lopez stopped towing vehicle #7574, owned by Jenna Richardson, in Temple (pos = 1345.80078125, -923.310546875, 34.80583190918, rot = 5.7623291015625, 358.23669433594, 57.59033203125, health = 976.31256103516)
[2013-05-18 23:13] [TOW] James_Lopez started towing vehicle #7171, owned by Christopher Williams, from Marina (pos = 917.5458984375, -1444.5126953125, 13.082995414734, rot = 359.30236816406, 359.9560546875, 6.35009765625, health = 996.33697509766)
[2013-05-18 23:17] [TOW STOP] James_Lopez stopped towing vehicle #7171, owned by Christopher Williams, in Los Santos (pos = 2171.2939453125, -2744.0205078125, 13.478973388672, rot = 5.218505859375, 0.6646728515625, 182.92785644531, health = 996.33697509766)
[2013-05-19 01:03] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Glen Park (pos = 1849.25, -1383.74609375, 13.112409591675, rot = 359.99450683594, 0, 359.99450683594, health = 1000.2442626953)
[2013-05-19 01:05] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Rodeo (pos = 363.5693359375, -1368.43359375, 14.088819503784, rot = 359.6044921875, 0.4229736328125, 98.475952148438, health = 1000.2442626953)
[2013-05-19 01:05] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Rodeo (pos = 363.556640625, -1368.4384765625, 14.095019340515, rot = 359.91760253906, 0.3240966796875, 98.67919921875, health = 1000.2442626953)
[2013-05-19 01:05] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Rodeo (pos = 363.556640625, -1368.4384765625, 14.095019340515, rot = 359.91760253906, 0.3240966796875, 98.67919921875, health = 1000.2442626953)
[2013-05-19 01:05] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Rodeo (pos = 363.7392578125, -1367.2021484375, 14.090888023376, rot = 0.3680419921875, 0.3240966796875, 123.07434082031, health = 1000.2442626953)
[2013-05-19 01:05] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Rodeo (pos = 363.7392578125, -1367.2021484375, 14.090888023376, rot = 0.3680419921875, 0.3240966796875, 123.07434082031, health = 1000.2442626953)
[2013-05-19 01:05] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Rodeo (pos = 364.05859375, -1366.9970703125, 14.105333328247, rot = 0.516357421875, 0, 123.21716308594, health = 1000.2442626953)
[2013-05-19 01:05] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Rodeo (pos = 364.05859375, -1366.9970703125, 14.105333328247, rot = 0.516357421875, 0, 123.21716308594, health = 1000.2442626953)
[2013-05-19 01:05] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Rodeo (pos = 364.1591796875, -1366.92578125, 14.098066329956, rot = 0.2581787109375, 0.0384521484375, 123.21166992188, health = 1000.2442626953)
[2013-05-19 01:05] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Rodeo (pos = 364.1630859375, -1366.9228515625, 14.107446670532, rot = 0.7855224609375, 0.0933837890625, 123.22814941406, health = 997.80218505859)
[2013-05-19 01:05] [TOW] James_Lopez started towing vehicle #689, owned by Tremaine Simmons, from Rodeo (pos = 364.1982421875, -1366.9033203125, 14.123125076294, rot = 1.142578125, 0.0274658203125, 123.31604003906, health = 997.80218505859)
[2013-05-19 01:09] [TOW STOP] James_Lopez stopped towing vehicle #689, owned by Tremaine Simmons, in Los Santos (pos = 2183, -2745.498046875, 21.008014678955, rot = 359.6923828125, 356.220703125, 274.65270996094, health = 997.80218505859)
[2013-05-19 01:10] [TOW] Luciano_Serenata started towing vehicle #662, owned by false, from Verona Beach (pos = 860.2724609375, -1770.5419921875, 13.476169586182, rot = 0.054931640625, 359.67590332031, 87.105102539063, health = 1000.2442626953)
[2013-05-19 01:11] [TOW STOP] Luciano_Serenata stopped towing vehicle #662, owned by false, in Marina (pos = 842.82421875, -1766.533203125, 13.482936859131, rot = 0.0933837890625, 359.85168457031, 75.206909179688, health = 1000.2442626953)
[2013-05-19 01:12] [TOW] James_Lopez started towing vehicle #662, owned by false, from Verona Beach (pos = 893.4111328125, -1783.455078125, 13.575488090515, rot = 0.6317138671875, 359.83520507813, 71.790161132813, health = 967.52136230469)
[2013-05-19 01:14] [TOW STOP] James_Lopez stopped towing vehicle #662, owned by false, in Flint County (pos = -60.453125, -1146.23046875, 1.1717975139618, rot = 0, 359.99450683594, 6.1688232421875, health = 967.52136230469)
[2013-05-19 01:14] [TOW] James_Lopez started towing vehicle #284, owned by Menno De Boer, from Flint County (pos = -124.267578125, -1151.33984375, 2.2124443054199, rot = 351.79870605469, 3.3233642578125, 327.23876953125, health = 911.84368896484)
[2013-05-19 01:15] [TOW STOP] James_Lopez stopped towing vehicle #284, owned by Menno De Boer, in Flint County (pos = -124.3076171875, -1151.3759765625, 2.2187526226044, rot = 351.69982910156, 3.372802734375, 326.20056152344, health = 911.84368896484)
[2013-05-19 01:15] [TOW] James_Lopez started towing vehicle #284, owned by Menno De Boer, from Flint County (pos = -124.3349609375, -1151.3779296875, 2.2730436325073, rot = 354.00146484375, 3.460693359375, 327.77160644531, health = 911.84368896484)
[2013-05-19 01:18] [TOW STOP] James_Lopez stopped towing vehicle #284, owned by Menno De Boer, in Ocean Docks (pos = 2209.41796875, -2726.673828125, 19.797410964966, rot = 0.076904296875, 3.75732421875, 90.488891601563, health = 911.84368896484)
[2013-05-19 01:59] [TOW] Anthony_Fucci started towing vehicle #675, owned by false, from Willowfield (pos = 2000.2236328125, -2073.056640625, 13.380765914917, rot = 2.0050048828125, 0.4229736328125, 208.54797363281, health = 1000.2442626953)
[2013-05-19 01:59] [TOW STOP] Anthony_Fucci stopped towing vehicle #675, owned by false, in Willowfield (pos = 1970.478515625, -2100.6416015625, 13.363088607788, rot = 0.24169921875, 359.99450683594, 31.898803710938, health = 1000.2442626953)
[2013-05-19 02:12] [TOW] Archard_Wooten started towing vehicle #407, owned by Callum Walsh, from Commerce (pos = 1454.4091796875, -1441.3974609375, 13.40660572052, rot = 1.20849609375, 0.1373291015625, 1.669921875, health = 299.87789916992)
[2013-05-19 02:14] [TOW STOP] Archard_Wooten stopped towing vehicle #407, owned by Callum Walsh, in Pershing Square (pos = 1560.6748046875, -1613.396484375, 13.374774932861, rot = 359.20349121094, 359.90112304688, 151.93542480469, health = 299.87789916992)
[2013-05-19 02:32] [TOW] James_Lopez started towing vehicle #661, owned by false, from Rodeo (pos = 587.2939453125, -1238.65234375, 17.883777618408, rot = 358.95629882813, 359.84069824219, 107.4462890625, health = 740.90356445313)
[2013-05-19 02:33] [TOW STOP] James_Lopez stopped towing vehicle #661, owned by false, in Flint County (pos = -61.6044921875, -1145.85546875, 1.1709583997726, rot = 359.94506835938, 359.95056152344, 359.32983398438, health = 740.90356445313)
[2013-05-19 05:25] [TOW] Victor_Castro started towing vehicle #235, owned by Gunis Blja, from El Corona (pos = 1854.9677734375, -1952.28125, 13.14075756073, rot = 358.96179199219, 359.93957519531, 271.76330566406, health = 821.00122070313)
[2013-05-19 05:26] [TOW STOP] Victor_Castro stopped towing vehicle #235, owned by Gunis Blja, in Los Santos International (pos = 2120.029296875, -2720.05078125, 19.661552429199, rot = 359.96154785156, 0.3350830078125, 273.515625, health = 821.00122070313)
[2013-05-19 05:31] [TOW] Victor_Castro started towing vehicle #7193, owned by Victor Castro, from Willowfield (pos = 1997.3798828125, -2108.076171875, 12.908288955688, rot = 359.11010742188, 1.3238525390625, 90.736083984375, health = 1000.2442626953)
[2013-05-19 05:34] [TOW STOP] Victor_Castro stopped towing vehicle #7193, owned by Victor Castro, in Santa Maria Beach (pos = 331.7451171875, -1794.3056640625, 4.3353428840637, rot = 359.09362792969, 358.91235351563, 110.16540527344, health = 1000.2442626953)
[2013-05-19 08:01] [TOW] Dennis_Simmons started towing vehicle #419, owned by Henry Dean, from El Corona (pos = 1964.10546875, -1940.447265625, 13.186417579651, rot = 0.3790283203125, 359.93408203125, 358.96728515625, health = 299.87789916992)
[2013-05-19 08:04] [TOW STOP] Dennis_Simmons stopped towing vehicle #419, owned by Henry Dean, in Los Santos International (pos = 2148.775390625, -2718.150390625, 13.384183883667, rot = 0.164794921875, 359.96704101563, 74.00390625, health = 299.87789916992)
[2013-05-19 08:11] [TOW] Brian_Carter started towing vehicle #390, owned by Brian Carter, from Palomino Creek (pos = 2244.8642578125, -7.958984375, 27.089305877686, rot = 4.54833984375, 0.1922607421875, 357.626953125, health = 1000.2442626953)
[2013-05-19 08:11] [TOW STOP] Brian_Carter stopped towing vehicle #390, owned by Brian Carter, in Palomino Creek (pos = 2244.8642578125, -7.958984375, 27.089305877686, rot = 4.54833984375, 0.1922607421875, 357.626953125, health = 1000.2442626953)
[2013-05-19 08:11] [TOW] Dan_Ray started towing vehicle #3305, owned by false, from Los Santos (pos = 2162.8984375, -2734.2939453125, 14.212578773499, rot = 359.66491699219, 0, 271.11511230469, health = 1000.2442626953)
[2013-05-19 08:11] [TOW] Brian_Carter started towing vehicle #390, owned by Brian Carter, from Palomino Creek (pos = 2244.7431640625, -14.541015625, 26.580591201782, rot = 5.218505859375, 358.61572265625, 16.468505859375, health = 1000.2442626953)
[2013-05-19 08:13] [TOW STOP] Dennis_Simmons stopped towing vehicle #3305, owned by false, in Los Santos International (pos = 2188.19140625, -2728.1669921875, 14.223233222961, rot = 359.60998535156, 0.010986328125, 244.01184082031, health = 1000.2442626953)
[2013-05-19 08:14] [TOW STOP] Brian_Carter stopped towing vehicle #390, owned by Brian Carter, in Market (pos = 1135.189453125, -1321.609375, 13.492158889771, rot = 0.098876953125, 357.74780273438, 157.04956054688, health = 1000.2442626953)
[2013-05-19 08:54] [TOW] Amy_Jones started towing vehicle #8995, owned by Camilla Lavery, from Market (pos = 1138.4150390625, -1280.7490234375, 13.229279518127, rot = 359.59350585938, 359.71435546875, 4.130859375, health = 1000.2442626953)
[2013-05-19 09:01] [TOW STOP] Amy_Jones stopped towing vehicle #8995, owned by Camilla Lavery, in Los Santos (pos = 2208.4541015625, -2731.5478515625, 20.050310134888, rot = 358.48388671875, 3.4002685546875, 65.692749023438, health = 1000.2442626953)
[2013-05-19 09:03] [TOW] Amy_Jones started towing vehicle #8995, owned by Camilla Lavery, from Los Santos (pos = 2200.22265625, -2730.4697265625, 19.998149871826, rot = 0.63720703125, 3.6529541015625, 93.345336914063, health = 1000.2442626953)
[2013-05-19 09:03] [TOW STOP] Amy_Jones stopped towing vehicle #8995, owned by Camilla Lavery, in Los Santos (pos = 2209.369140625, -2730.4375, 19.977907180786, rot = 359.93957519531, 3.71337890625, 89.434204101563, health = 1000.2442626953)
[2013-05-19 09:04] [TOW] Dennis_Simmons started towing vehicle #8924, owned by Alex Arbeiter, from Los Santos (pos = 2151.0576171875, -2783.7822265625, 15.957809448242, rot = 359.40673828125, 356.29211425781, 92.120361328125, health = 1000.2442626953)
[2013-05-19 09:04] [TOW STOP] Dennis_Simmons stopped towing vehicle #8924, owned by Alex Arbeiter, in Los Santos (pos = 2137.7919921875, -2780.7490234375, 16.158521652222, rot = 1.8292236328125, 357.12158203125, 55.936889648438, health = 1000.2442626953)
[2013-05-19 09:04] [TOW] Dennis_Simmons started towing vehicle #8098, owned by Lukas Van Naaktgeboren, from Los Santos (pos = 2151.2080078125, -2787.609375, 15.663604736328, rot = 359.45617675781, 356.16577148438, 89.5166015625, health = 1000.2442626953)
[2013-05-19 09:04] [TOW STOP] Dennis_Simmons stopped towing vehicle #8098, owned by Lukas Van Naaktgeboren, in Los Santos (pos = 2140.029296875, -2787.1748046875, 15.691699981689, rot = 359.98352050781, 356.29211425781, 81.507568359375, health = 1000.2442626953)
[2013-05-19 09:04] [TOW] Dennis_Simmons started towing vehicle #8346, owned by Jeremy Saint, from Los Santos (pos = 2151.640625, -2788.7412109375, 15.733894348145, rot = 1.3348388671875, 356.41296386719, 89.884643554688, health = 1000.2442626953)
[2013-05-19 09:04] [TOW] Amy_Jones started towing vehicle #9052, owned by Chris Jaison, from Los Santos (pos = 2126.9560546875, -2761.056640625, 17.361526489258, rot = 357.87963867188, 3.548583984375, 247.26379394531, health = 1000.2442626953)
[2013-05-19 09:05] [TOW STOP] Dennis_Simmons stopped towing vehicle #8346, owned by Jeremy Saint, in Los Santos (pos = 2119.408203125, -2794.880859375, 28.187503814697, rot = 359.71984863281, 3.7518310546875, 268.62670898438, health = 1000.2442626953)
[2013-05-19 09:06] [TOW] Dennis_Simmons started towing vehicle #8924, owned by Alex Arbeiter, from Los Santos (pos = 2137.7919921875, -2780.74609375, 16.165681838989, rot = 1.7138671875, 357.15454101563, 55.909423828125, health = 1000.2442626953)
[2013-05-19 09:06] [TOW STOP] Dennis_Simmons stopped towing vehicle #8924, owned by Alex Arbeiter, in Los Santos (pos = 2151.6396484375, -2788.09375, 15.692161560059, rot = 359.89013671875, 356.27563476563, 88.434448242188, health = 1000.2442626953)
[2013-05-19 09:06] [TOW STOP] Amy_Jones stopped towing vehicle #9052, owned by Chris Jaison, in Los Santos (pos = 2209.92578125, -2734.296875, 20.222007751465, rot = 359.25842285156, 3.80126953125, 87.484130859375, health = 1000.2442626953)
[2013-05-19 09:07] [TOW] Amy_Jones started towing vehicle #8098, owned by Lukas Van Naaktgeboren, from Los Santos (pos = 2139.9755859375, -2787.22265625, 15.715463638306, rot = 2.054443359375, 356.42944335938, 81.2548828125, health = 1000.2442626953)
[2013-05-19 09:07] [TOW STOP] Amy_Jones stopped towing vehicle #8098, owned by Lukas Van Naaktgeboren, in Los Santos (pos = 2140.0068359375, -2787.1435546875, 15.69256401062, rot = 359.84069824219, 356.25366210938, 83.644409179688, health = 1000.2442626953)
[2013-05-19 09:08] [TOW] Dennis_Simmons started towing vehicle #475, owned by Amy Enfields, from Los Santos (pos = 2145.90234375, -2785.0810546875, 15.915530204773, rot = 357.07763671875, 357.19299316406, 139.4384765625, health = 1000.2442626953)
[2013-05-19 09:08] [TOW STOP] Dennis_Simmons stopped towing vehicle #475, owned by Amy Enfields, in Los Santos (pos = 2151.119140625, -2784.2109375, 15.967762947083, rot = 359.89013671875, 356.21520996094, 91.389770507813, health = 1000.2442626953)
[2013-05-19 09:09] [TOW] Dennis_Simmons started towing vehicle #8098, owned by Lukas Van Naaktgeboren, from Los Santos (pos = 2139.734375, -2786.482421875, 15.72314453125, rot = 359.2529296875, 357.01721191406, 119.34448242188, health = 1000.2442626953)
[2013-05-19 09:09] [TOW STOP] Dennis_Simmons stopped towing vehicle #8098, owned by Lukas Van Naaktgeboren, in Los Santos (pos = 2118.9814453125, -2791.3134765625, 28.23761177063, rot = 359.82971191406, 3.812255859375, 274.21325683594, health = 1000.2442626953)
[2013-05-19 09:10] [TOW] Dennis_Simmons started towing vehicle #8143, owned by Alex Blundeto, from Los Santos (pos = 2119.578125, -2798.814453125, 27.957336425781, rot = 359.97253417969, 3.7957763671875, 269.59899902344, health = 1000.2442626953)
[2013-05-19 09:11] [TOW STOP] Dennis_Simmons stopped towing vehicle #8143, owned by Alex Blundeto, in Los Santos (pos = 2151.60546875, -2823.453125, 39.177333831787, rot = 359.8681640625, 356.24816894531, 91.845703125, health = 1000.2442626953)
[2013-05-19 09:11] [TOW] Dennis_Simmons started towing vehicle #6874, owned by Arky Stanov, from Los Santos (pos = 2152.1591796875, -2802.17578125, 27.527837753296, rot = 359.65393066406, 356.18774414063, 91.378784179688, health = 1000.2442626953)
[2013-05-19 09:11] [TOW STOP] Dennis_Simmons stopped towing vehicle #6874, owned by Arky Stanov, in Los Santos (pos = 2119.6591796875, -2823.4111328125, 38.950290679932, rot = 359.83520507813, 3.75732421875, 271.35131835938, health = 1000.2442626953)
[2013-05-19 09:13] [TOW] Dennis_Simmons started towing vehicle #8665, owned by Matthew Campbell, from Los Santos (pos = 2151.5283203125, -2805.8203125, 27.473569869995, rot = 358.93981933594, 356.09985351563, 90.950317382813, health = 1000.2442626953)
[2013-05-19 09:13] [TOW STOP] Dennis_Simmons stopped towing vehicle #8665, owned by Matthew Campbell, in Los Santos (pos = 2119.921875, -2820.126953125, 39.345474243164, rot = 359.04418945313, 3.812255859375, 271.0986328125, health = 1000.2442626953)
[2013-05-19 09:18] [TOW] Dennis_Simmons started towing vehicle #9193, owned by Cam Differ, from Los Santos (pos = 2150.767578125, -2819.9892578125, 13.790261268616, rot = 0.2032470703125, 356.13830566406, 89.686889648438, health = 1000.2442626953)
[2013-05-19 09:18] [TOW STOP] Dennis_Simmons stopped towing vehicle #9193, owned by Cam Differ, in Los Santos (pos = 2120.3017578125, -2823.1875, 26.38250541687, rot = 0.1922607421875, 3.812255859375, 271.50512695313, health = 1000.2442626953)
[2013-05-19 09:20] [TOW] Dennis_Simmons started towing vehicle #248, owned by Shmorf Siau, from Los Santos (pos = 2120.7001953125, -2766.3564453125, 17.132841110229, rot = 0.230712890625, 3.834228515625, 273.06518554688, health = 1000.2442626953)
[2013-05-19 09:21] [TOW STOP] Dennis_Simmons stopped towing vehicle #248, owned by Shmorf Siau, in Los Santos (pos = 2119.73828125, -2798.61328125, 27.853706359863, rot = 359.90112304688, 3.9111328125, 271.67541503906, health = 1000.2442626953)
[2013-05-19 09:24] [TOW] Dennis_Simmons started towing vehicle #6601, owned by Cichi Cian, from Los Santos (pos = 2120.19140625, -2769.716796875, 16.750955581665, rot = 359.62097167969, 3.7518310546875, 269.2529296875, health = 1000.2442626953)
[2013-05-19 09:25] [TOW STOP] Dennis_Simmons stopped towing vehicle #6601, owned by Cichi Cian, in Los Santos (pos = 2151.7607421875, -2805.84375, 27.23755645752, rot = 359.67590332031, 356.25915527344, 89.857177734375, health = 1000.2442626953)
[2013-05-19 09:25] [TOW] Dennis_Simmons started towing vehicle #209, owned by Cooper Freeman, from Los Santos (pos = 2120.2421875, -2777.283203125, 16.32297706604, rot = 359.22546386719, 3.8177490234375, 266.92932128906, health = 1000.2442626953)
[2013-05-19 09:26] [TOW STOP] Dennis_Simmons stopped towing vehicle #209, owned by Cooper Freeman, in Los Santos (pos = 2152.32421875, -2802.21875, 27.544343948364, rot = 359.73083496094, 356.22619628906, 87.132568359375, health = 1000.2442626953)
[2013-05-19 09:27] [TOW] Dennis_Simmons started towing vehicle #9082, owned by Joseph Licciardi, from Los Santos (pos = 2119.4140625, -2780.8134765625, 16.559055328369, rot = 359.22546386719, 3.9166259765625, 271.92260742188, health = 1000.2442626953)
[2013-05-19 09:27] [TOW STOP] Dennis_Simmons stopped towing vehicle #9082, owned by Joseph Licciardi, in Los Santos (pos = 2151.8505859375, -2798.62109375, 28.243974685669, rot = 359.43420410156, 356.10534667969, 88.961791992188, health = 1000.2442626953)
[2013-05-19 09:28] [TOW] Dennis_Simmons started towing vehicle #9362, owned by Steven Markovich, from Los Santos (pos = 2119.44140625, -2784.1064453125, 15.890069961548, rot = 359.31335449219, 3.6529541015625, 267.57751464844, health = 1000.2442626953)
[2013-05-19 09:29] [TOW STOP] Dennis_Simmons stopped towing vehicle #9362, owned by Steven Markovich, in Los Santos (pos = 2152.2626953125, -2795.1845703125, 27.990325927734, rot = 359.65393066406, 356.27563476563, 88.406982421875, health = 1000.2442626953)
[2013-05-19 09:29] [TOW] Dennis_Simmons started towing vehicle #5582, owned by Frank Delucas, from Los Santos (pos = 2119.6005859375, -2787.75390625, 15.737455368042, rot = 359.67590332031, 3.779296875, 267.51159667969, health = 1000.2442626953)
[2013-05-19 09:30] [TOW STOP] Dennis_Simmons stopped towing vehicle #5582, owned by Frank Delucas, in Los Santos (pos = 2151.8935546875, -2791.5947265625, 28.286088943481, rot = 359.85717773438, 356.30859375, 90.126342773438, health = 1000.2442626953)
[2013-05-19 09:30] [TOW] Dennis_Simmons started towing vehicle #9015, owned by Cortez Sanchez, from Los Santos (pos = 2119.802734375, -2791.5390625, 15.545010566711, rot = 0.274658203125, 3.9276123046875, 269.82421875, health = 1000.2442626953)
[2013-05-19 09:31] [TOW STOP] Dennis_Simmons stopped towing vehicle #9015, owned by Cortez Sanchez, in Los Santos (pos = 2151.4296875, -2787.794921875, 28.588003158569, rot = 0.4010009765625, 356.18774414063, 89.3408203125, health = 1000.2442626953)
[2013-05-19 09:32] [TOW] Dennis_Simmons started towing vehicle #7347, owned by Max Lancaster, from Los Santos (pos = 2120.1357421875, -2795.0693359375, 15.384039878845, rot = 359.48364257813, 3.7353515625, 270.07690429688, health = 1000.2442626953)
[2013-05-19 09:32] [TOW STOP] Dennis_Simmons stopped towing vehicle #7347, owned by Max Lancaster, in Los Santos (pos = 2151.5966796875, -2784.31640625, 28.892423629761, rot = 359.98352050781, 355.99548339844, 88.851928710938, health = 1000.2442626953)
[2013-05-19 09:33] [TOW] Dennis_Simmons started towing vehicle #9445, owned by Shaniqa Jones, from Los Santos (pos = 2121.1162109375, -2809.4091796875, 14.373062133789, rot = 359.8681640625, 3.988037109375, 267.81921386719, health = 1000.2442626953)
[2013-05-19 09:34] [IMPOUNDED BIKE] Amy_Jones impounded vehicle #6638, owned by Rumi Forbay, in Los Santos (pos = 2159.720703125, -2839.423828125, 19.51100730896, rot = 358.78601074219, 359.99450683594, 4.361572265625, health = 899.63372802734)
